PC1,PC2,PC3,PC4,PC5,label
-0.008313780216814217,0.058406993682282506,-0.018352620964450866,0.34553582585694853,-0.1470088907896549,sport
0.02094521240390994,0.08353986387998111,-0.03968197456659369,0.2875872921105645,-0.14286174962164086,sport
-0.03768418020316141,0.24602537958796844,-0.012386937578349352,-0.11196784479758115,0.007697602072031012,sport
-0.03006791488291794,0.06430726933527252,-0.01534577165758369,0.2620258396150854,-0.10649996778035777,sport
0.0038264935020848145,0.6606794625130916,-0.04400982376224262,-0.3213687205832173,-0.022654515291797853,sport
-0.07719949519343787,0.03600212472322155,-0.03716807030578282,0.30733641589695626,-0.1328567952954105,sport
0.012046694942545691,0.07063088250595848,-0.021157358937690218,0.3800883154109524,-0.1990302897863613,sport
0.050896966917854176,0.05252381235431884,-0.001036019055114459,0.3235670159482659,-0.1597543403573331,sport
0.5510119591291688,-0.1353620728433616,-0.037292697702354355,-0.12014936567131372,0.02191546181834862,sport
-0.05814128049003932,0.030303574670209592,-0.008726212582851597,0.0793944389684789,0.0026662324331824636,sport
0.02141625198939015,0.01841505880198757,-0.016321938395346305,0.09010119718037427,-0.02435727583526177,sport
0.149293754089063,0.07408912764699924,-0.029040132949139465,0.043174152712651515,-0.009743067498910053,sport
0.28865733885694145,-0.04297951926210302,-0.0063679326675357235,0.01518485790435521,0.011220792485511373,sport
0.1206271632814984,0.007385003965261163,0.003025937765824118,0.044028100613016596,0.043100437596744194,sport
0.022792917668704976,0.013503598815713851,0.0013356763384603152,0.02331567726714401,0.03909187125602697,sport
0.10324052276186382,0.04158414033078933,-0.020784243104852464,0.04520997752984052,-0.013486900411273317,sport
0.5190126883578311,-0.1268919579258688,-0.03158871416504327,-0.06491596125022885,-0.013518414934930128,sport
0.09390918721279154,0.02457978287613249,-0.008387340715568688,0.05695785938801059,0.03475025265929802,sport
0.5729227825019519,-0.11840088887684565,-0.0395796185075771,-0.09621151859104106,-0.00022175336376403543,sport
0.0946329847114996,0.01740502218063745,0.0024879005399516905,0.04995238368038471,0.022194964703779907,sport
0.13006597865728675,0.022177770967592436,-0.010701638340360326,0.07076683816538716,0.03182983387921013,sport
0.30028063243917186,-0.016199600101522552,0.009800727672489691,0.011972590832179152,0.0295587892264036,sport
0.26083938209920315,-0.02082995802095933,-0.006981547480730148,0.016050510880443368,-0.010446366558917414,sport
0.6236506938120969,-0.1376557899954303,-0.021809648692436692,-0.09404161632911233,-0.012660437430413526,sport
0.05915966501765715,-0.014595209106640855,0.0033601649182843653,0.028951146931898472,-0.0010699557004970903,sport
-0.02799873179997445,0.03981261710650923,-0.01707796451749807,0.13270370596084496,-0.029681475560495406,sport
0.021023142148999464,0.027263901841839626,-0.0031817591828697065,0.12389300630167495,-0.039965904296662226,sport
0.4617562923157229,-0.1275055240002287,-0.02071986054861238,-0.09336053602950475,-0.011643136910391714,sport
0.016069002965337063,0.044463479229946826,0.003119304512998285,0.34981288378077824,-0.1968088478635847,sport
0.10956984063256649,0.002062901553200717,-0.003370320391350902,0.015747053384451627,0.028634893958862217,sport
0.7168997111862726,-0.16223665407592142,-0.021333765695475872,-0.14726818466973743,0.006081184497412302,sport
0.2547321676727928,0.0009574820686689593,-0.02310795671885067,0.03255634804422067,-0.014955179101855082,sport
